city_highest_avg_pm2_5,city_highest_avg_pm2_5_value,city_highest_avg_severity,city_highest_avg_severity_value,pct_high_risk,pct_moderate_risk,pct_low_risk,hour_of_day_worst_aqi,hour_of_day_worst_aqi_value
delhi,153.80642201834863,delhi,6025.3431192660555,100.0,0.0,0.0,2,100.476
